,Country/Region,Province/State,date,Confirmed,Deaths,Recovered,t2m,q2m,sp,tp,uvb,ssrd
0,Italy,Abruzzo,2019-11-01,,,,284.76053,0.008689065,92892.87,0.00036350748,16302.824,145568.52
1,Italy,Abruzzo,2019-11-02,,,,285.755,0.00850245,92333.984,0.00013495643,32828.473,286161.44
2,Italy,Abruzzo,2019-11-03,,,,287.93787,0.009405544,91464.6,0.00074310764,31303.18,263372.94
3,Italy,Abruzzo,2019-11-04,,,,286.2538,0.007811783,91686.305,0.00010303236,41353.625,392041.62
4,Italy,Abruzzo,2019-11-05,,,,288.33533,0.009230437,91724.02,0.0005646375,30907.041,263726.06
5,Italy,Abruzzo,2019-11-06,,,,284.2099,0.0069182646,91927.78,7.33984e-05,35235.13,316229.9
6,Italy,Abruzzo,2019-11-07,,,,282.55978,0.005991323,92163.02,1.07458845e-05,43189.035,414992.88
7,Italy,Abruzzo,2019-11-08,,,,282.11707,0.006441022,91966.64,0.00025919903,28779.367,241315.89
8,Italy,Abruzzo,2019-11-09,,,,281.61813,0.0062033036,92152.01,0.0001895134,35524.906,324956.25
9,Italy,Abruzzo,2019-11-10,,,,280.92975,0.0059219715,92238.234,5.5276272e-05,36163.11,342890.62
10,Italy,Abruzzo,2019-11-11,,,,282.63156,0.006962278,92429.86,0.00012446714,33685.215,298335.25
11,Italy,Abruzzo,2019-11-12,,,,282.87808,0.007419629,91141.74,0.00065337133,12418.524,102213.66
12,Italy,Abruzzo,2019-11-13,,,,282.24792,0.0066089877,91335.34,9.1275455e-05,26020.85,235427.94
13,Italy,Abruzzo,2019-11-14,,,,281.1384,0.006266767,92080.664,0.00017050734,26086.049,242344.19
14,Italy,Abruzzo,2019-11-15,,,,284.35486,0.0073175165,91953.09,0.00057296053,30475.0,267637.34
15,Italy,Abruzzo,2019-11-16,,,,283.49713,0.007678065,92372.96,0.0007455858,14696.248,125489.266
16,Italy,Abruzzo,2019-11-17,,,,282.77454,0.006974114,91897.68,0.0006683095,16341.033,140820.44
17,Italy,Abruzzo,2019-11-18,,,,281.62366,0.00595103,92633.29,3.2299406e-05,32770.29,308280.97
18,Italy,Abruzzo,2019-11-19,,,,281.91663,0.006633751,92720.39,7.962727e-05,20869.648,162289.36
19,Italy,Abruzzo,2019-11-20,,,,281.44427,0.006283363,92511.16,4.1689673e-05,29323.156,288586.6
20,Italy,Abruzzo,2019-11-21,,,,280.55215,0.005502677,92591.555,2.5312977e-05,29764.955,265569.5
21,Italy,Abruzzo,2019-11-22,,,,280.42267,0.0057852766,92597.01,1.3545914e-05,31525.646,294179.66
22,Italy,Abruzzo,2019-11-23,,,,282.57285,0.0063678455,92270.79,0.00010381205,29926.46,272426.9
23,Italy,Abruzzo,2019-11-24,,,,283.29785,0.0076233735,91712.055,0.0014871494,11355.693,88352.44
24,Italy,Abruzzo,2019-11-25,,,,283.18994,0.00758206,91884.16,0.00036069006,13465.482,119150.734
25,Italy,Abruzzo,2019-11-26,,,,281.98022,0.006070617,92301.75,4.5781402e-08,36465.52,364135.4
26,Italy,Abruzzo,2019-11-27,,,,282.5072,0.006590401,92199.47,0.000114442744,28158.99,267049.72
27,Italy,Abruzzo,2019-11-28,,,,283.45465,0.0068595484,92067.16,9.094356e-05,20392.754,192083.17
28,Italy,Abruzzo,2019-11-29,,,,282.84363,0.0064810864,92406.55,0.00011495038,28086.81,260618.22
29,Italy,Abruzzo,2019-11-30,,,,280.97836,0.0059627625,92987.33,1.3823139e-05,30104.764,283320.16
30,Italy,Abruzzo,2019-12-01,,,,280.089,0.005428195,93204.83,1.01651785e-05,32971.83,328287.22
31,Italy,Abruzzo,2019-12-02,,,,282.6239,0.0069440412,92862.625,0.00017540892,16402.41,135305.56
32,Italy,Abruzzo,2019-12-03,,,,280.2526,0.006019259,93189.086,0.00016621001,9101.851,69754.88
33,Italy,Abruzzo,2019-12-04,,,,276.29562,0.003765584,93343.04,2.368319e-07,32600.67,343659.78
34,Italy,Abruzzo,2019-12-05,,,,277.53595,0.0041824626,93529.66,3.375589e-05,28276.217,259842.56
35,Italy,Abruzzo,2019-12-06,,,,279.64383,0.0054729357,93497.586,3.9171227e-05,26343.879,256442.47
36,Italy,Abruzzo,2019-12-07,,,,280.80692,0.006078759,93214.59,1.7313794e-05,26894.092,265141.97
37,Italy,Abruzzo,2019-12-08,,,,280.4628,0.0059564626,93201.82,2.2425384e-06,28850.86,285491.75
38,Italy,Abruzzo,2019-12-09,,,,281.10513,0.0058852253,92306.68,4.3819266e-05,24432.385,238009.06
39,Italy,Abruzzo,2019-12-10,,,,278.1885,0.0050416016,92401.055,0.000487195,16427.191,153993.19
40,Italy,Abruzzo,2019-12-11,,,,276.3947,0.0037880475,92455.625,4.1863987e-06,30030.375,302170.66
41,Italy,Abruzzo,2019-12-12,,,,274.89734,0.0038567064,91667.234,8.997973e-06,23952.266,208570.22
42,Italy,Abruzzo,2019-12-13,,,,276.4309,0.004534875,90560.89,0.0004656572,14907.042,113697.86
43,Italy,Abruzzo,2019-12-14,,,,278.41586,0.0040626894,91596.29,4.3106364e-05,32103.445,331611.66
44,Italy,Abruzzo,2019-12-15,,,,280.97006,0.0054747607,92931.625,2.8417412e-07,31640.664,319088.28
45,Italy,Abruzzo,2019-12-16,,,,281.4638,0.0059392876,93356.97,8.406653e-07,28696.559,288170.4
46,Italy,Abruzzo,2019-12-17,,,,281.91742,0.005694453,93315.04,0.0,30966.285,313720.06
47,Italy,Abruzzo,2019-12-18,,,,281.9411,0.006159734,93432.98,1.6953779e-06,24582.947,223853.44
48,Italy,Abruzzo,2019-12-19,,,,280.83218,0.0063626585,93182.836,0.00017856286,16096.969,117965.164
49,Italy,Abruzzo,2019-12-20,,,,280.12292,0.005551924,92546.53,4.3052034e-05,27795.023,264911.8
50,Italy,Abruzzo,2019-12-21,,,,284.48975,0.0075249206,91404.63,0.0008950222,14068.707,124676.164
51,Italy,Abruzzo,2019-12-22,,,,281.8883,0.006252194,90633.35,0.0005718117,18287.293,180644.06
52,Italy,Abruzzo,2019-12-23,,,,279.9584,0.005022382,91701.25,2.1625536e-05,29406.152,293386.34
53,Italy,Abruzzo,2019-12-24,,,,278.91852,0.0035525656,92796.34,0.0,31277.258,328811.53
54,Italy,Abruzzo,2019-12-25,,,,279.9424,0.0037653227,92783.11,0.0,31299.445,326992.56
55,Italy,Abruzzo,2019-12-26,,,,278.50867,0.0040255385,93299.625,5.1974616e-06,30054.527,299330.78
56,Italy,Abruzzo,2019-12-27,,,,277.54187,0.0040194024,93329.125,7.2930317e-07,30709.035,311275.22
57,Italy,Abruzzo,2019-12-28,,,,274.97644,0.0035971652,93803.33,0.0002654837,25347.705,245006.81
58,Italy,Abruzzo,2019-12-29,,,,273.7519,0.0032550348,93957.34,0.00011628923,22337.223,208116.75
59,Italy,Abruzzo,2019-12-30,,,,273.82205,0.0032531996,94106.56,7.1454386e-05,22316.158,227298.31
60,Italy,Abruzzo,2019-12-31,,,,274.5874,0.0027119676,94041.53,0.0,31990.291,338088.28
61,Italy,Abruzzo,2020-01-01,,,,277.55148,0.0031636222,94091.16,0.0,32298.617,334911.28
62,Italy,Abruzzo,2020-01-02,,,,277.453,0.0032918358,94173.59,0.0,32233.125,338462.2
63,Italy,Abruzzo,2020-01-03,,,,277.5691,0.003365825,93859.22,0.0,32354.68,342735.62
64,Italy,Abruzzo,2020-01-04,,,,277.44574,0.004275041,93443.59,2.9247838e-07,29637.531,286579.44
65,Italy,Abruzzo,2020-01-05,,,,276.51562,0.0035128163,93734.41,5.896262e-05,29539.91,301626.5
66,Italy,Abruzzo,2020-01-06,,,,274.21075,0.002438757,93889.266,0.0,32576.768,339459.44
67,Italy,Abruzzo,2020-01-07,,,,275.93103,0.003000982,93660.25,0.0,32736.576,340520.84
68,Italy,Abruzzo,2020-01-08,,,,277.05872,0.0036486099,93960.84,1.6872461e-07,33423.832,344951.78
69,Italy,Abruzzo,2020-01-09,,,,276.87738,0.0033639064,93875.66,0.0,34051.055,362438.38
70,Italy,Abruzzo,2020-01-10,,,,277.0495,0.00336113,93638.16,0.0,33991.168,354669.53
71,Italy,Abruzzo,2020-01-11,,,,277.60538,0.0041666557,93693.875,2.1513551e-06,32487.771,326568.44
72,Italy,Abruzzo,2020-01-12,,,,278.5072,0.004611041,93730.73,4.7386984e-06,32977.562,332096.16
73,Italy,Abruzzo,2020-01-13,,,,276.4407,0.004086888,93651.54,2.2489715e-08,34617.43,348042.38
74,Italy,Abruzzo,2020-01-14,,,,276.79333,0.0042107906,93706.42,2.0641558e-06,33363.973,337557.5
75,Italy,Abruzzo,2020-01-15,,,,277.84802,0.004357175,93937.17,1.310526e-06,35377.703,357196.25
76,Italy,Abruzzo,2020-01-16,,,,277.818,0.0041847765,93998.125,7.424366e-07,34229.793,352746.44
77,Italy,Abruzzo,2020-01-17,,,,277.2257,0.0041761827,93677.93,5.6224287e-09,36675.297,380811.66
78,Italy,Abruzzo,2020-01-18,,,,277.4955,0.0047687385,93237.59,0.00010429754,25559.66,236601.58
79,Italy,Abruzzo,2020-01-19,,,,277.0849,0.004605916,93535.3,5.615383e-05,25580.096,226169.44
80,Italy,Abruzzo,2020-01-20,,,,276.33875,0.003980832,94580.96,2.967153e-05,26704.643,241639.78
81,Italy,Abruzzo,2020-01-21,,,,276.6339,0.00409933,94869.5,1.3273416e-06,32413.16,314977.16
82,Italy,Abruzzo,2020-01-22,,,,277.51746,0.0042211846,94388.44,2.2489715e-08,38303.848,387472.88
83,Italy,Abruzzo,2020-01-23,,,,278.3306,0.004417705,94026.625,0.0,39326.08,401724.5
84,Italy,Abruzzo,2020-01-24,,,,277.3579,0.0044396627,93788.93,1.8332612e-05,38173.484,382766.22
85,Italy,Abruzzo,2020-01-25,,,,279.086,0.005458696,93488.586,7.430022e-05,30057.201,267394.5
86,Italy,Abruzzo,2020-01-26,,,,278.51843,0.005264731,93187.49,6.646258e-05,29644.316,255765.42
87,Italy,Abruzzo,2020-01-27,,,,278.24728,0.004818083,93123.32,1.7970128e-06,37974.047,368957.88
88,Italy,Abruzzo,2020-01-28,,,,281.50177,0.005788396,92526.64,7.758217e-05,28970.633,250836.33
89,Italy,Abruzzo,2020-01-29,,,,280.86646,0.0049503646,92465.75,1.55262e-05,36917.676,353479.22
90,Italy,Abruzzo,2020-01-30,,,,278.79968,0.0039551444,93158.766,0.0,42525.355,432089.25
91,Italy,Abruzzo,2020-01-31,,,,280.10135,0.005383389,93249.03,9.983519e-07,31047.402,288249.06
92,Italy,Abruzzo,2020-02-01,,,,282.4059,0.006426379,93219.21,9.561943e-06,46856.785,425323.28
93,Italy,Abruzzo,2020-02-02,,,,282.94196,0.006508283,93246.75,2.2177292e-06,38090.4,355012.84
94,Italy,Abruzzo,2020-02-03,,,,282.96292,0.0064940955,93049.47,4.351691e-07,43100.58,409877.0
95,Italy,Abruzzo,2020-02-04,,,,281.4904,0.0056802635,92059.484,0.00036503142,40724.695,373561.56
96,Italy,Abruzzo,2020-02-05,,,,275.59494,0.003043498,92514.65,0.0002849302,35686.234,337102.28
97,Italy,Abruzzo,2020-02-06,,,,274.33524,0.0022033795,93550.375,1.0078548e-06,46139.293,482053.56
98,Italy,Abruzzo,2020-02-07,,,,276.0244,0.002033786,93735.984,0.0,48991.36,502374.12
99,Italy,Abruzzo,2020-02-08,,,,276.79947,0.0029445346,93898.28,0.0,49424.02,506112.22
100,Italy,Abruzzo,2020-02-09,,,,277.7405,0.0036243966,94118.28,3.3939807e-07,49469.07,497661.06
101,Italy,Abruzzo,2020-02-10,,,,281.4775,0.005870401,93302.336,3.871588e-05,33306.258,281663.62
102,Italy,Abruzzo,2020-02-11,,,,284.47824,0.006267704,92554.484,3.9357606e-06,45371.008,426211.12
103,Italy,Abruzzo,2020-02-12,,,,281.78723,0.004831135,92987.71,8.1619214e-07,51539.17,516895.12
104,Italy,Abruzzo,2020-02-13,,,,279.83365,0.0044595464,93223.586,1.0617077e-07,51735.17,511271.56
105,Italy,Abruzzo,2020-02-14,,,,280.30334,0.0050935564,92969.734,0.00013147228,40242.34,358150.47
106,Italy,Abruzzo,2020-02-15,,,,278.96118,0.00343432,93801.72,0.0,54201.766,550557.0
107,Italy,Abruzzo,2020-02-16,,,,279.613,0.003787688,94002.914,0.0,55093.027,561457.56
108,Italy,Abruzzo,2020-02-17,,,,280.1103,0.004442026,93791.94,2.587007e-09,53744.28,536182.1
109,Italy,Abruzzo,2020-02-18,,,,280.74524,0.0047508636,93513.8,8.5431594e-08,56310.08,548704.9
110,Italy,Abruzzo,2020-02-19,,,,279.6068,0.005179536,93155.22,0.00021882076,42308.293,382019.88
111,Italy,Abruzzo,2020-02-20,,,,277.90677,0.0036430368,93443.21,3.3974346e-05,55994.73,550354.75
112,Italy,Abruzzo,2020-02-21,,,,278.55554,0.0030889295,93562.45,0.0,59767.848,604042.7
113,Italy,Abruzzo,2020-02-22,,,,279.18314,0.003628438,94157.71,0.0,59825.445,584797.75
114,Italy,Abruzzo,2020-02-23,,,,281.47357,0.004416702,93876.086,0.0,57257.7,555909.06
115,Italy,Abruzzo,2020-02-24,0.0,0.0,0.0,282.86295,0.005921836,93288.766,2.7200656e-07,62169.168,603123.56
116,Italy,Abruzzo,2020-02-25,0.0,0.0,0.0,282.4603,0.005532854,92550.625,1.1554177e-06,55484.25,532114.3
117,Italy,Abruzzo,2020-02-26,0.0,0.0,0.0,280.79666,0.0046400484,91519.96,0.0001432617,51238.453,495072.72
118,Italy,Abruzzo,2020-02-27,1.0,0.0,0.0,277.35736,0.0029139468,92193.695,7.36519e-05,65049.535,646440.1
119,Italy,Abruzzo,2020-02-28,1.0,0.0,0.0,279.26135,0.0034709729,92614.234,8.377018e-05,63320.61,632293.25
120,Italy,Abruzzo,2020-02-29,2.0,0.0,0.0,278.3111,0.0033624442,92942.625,2.848295e-08,62377.535,588904.8
121,Italy,Abruzzo,2020-03-01,5.0,0.0,0.0,281.86877,0.005758965,92193.03,0.00018000713,41473.3,344790.88
122,Italy,Abruzzo,2020-03-02,5.0,0.0,0.0,283.08902,0.006271284,91706.12,0.0005550229,47184.234,410086.6
123,Italy,Abruzzo,2020-03-03,6.0,0.0,0.0,280.03473,0.0049900017,91399.78,0.00018315745,51147.438,488250.06
124,Italy,Abruzzo,2020-03-04,7.0,0.0,0.0,278.21777,0.0046662674,92081.195,0.000100668454,60725.957,552627.7
125,Italy,Abruzzo,2020-03-05,8.0,0.0,0.0,279.69016,0.004427572,92233.234,1.789703e-05,68119.54,647675.6
126,Italy,Abruzzo,2020-03-06,9.0,0.0,0.0,281.39487,0.0053863605,91469.34,0.00019133835,60119.703,579344.56
127,Italy,Abruzzo,2020-03-07,11.0,0.0,0.0,278.52734,0.0051314654,92142.12,0.00022158891,56117.61,507057.56
128,Italy,Abruzzo,2020-03-08,17.0,0.0,0.0,278.13004,0.004048745,92906.09,6.311625e-05,64139.832,608829.25
129,Italy,Abruzzo,2020-03-09,30.0,0.0,0.0,277.86612,0.0035517784,92526.39,3.2665364e-06,63118.043,600060.44
130,Italy,Abruzzo,2020-03-10,38.0,1.0,0.0,279.1545,0.004073457,92844.69,2.4617011e-06,66401.22,619678.1
131,Italy,Abruzzo,2020-03-11,,,,282.16058,0.004596429,93238.086,0.0,78007.54,739659.8
132,Italy,Abruzzo,2020-03-12,84.0,2.0,4.0,283.95312,0.005940388,93320.4,0.0,78311.484,737831.25
133,Italy,Abruzzo,2020-03-13,89.0,2.0,4.0,284.124,0.006477823,92892.54,5.810418e-08,76903.055,702497.75
134,Italy,Abruzzo,2020-03-14,112.0,2.0,4.0,283.81174,0.007079429,92776.336,5.7712088e-05,49003.727,447624.06
135,Italy,Abruzzo,2020-03-15,137.0,3.0,6.0,280.55203,0.004668532,93233.19,4.3358137e-05,75599.97,701165.25
136,Italy,Abruzzo,2020-03-16,176.0,4.0,7.0,279.93103,0.004021305,93695.34,0.0,83021.48,813937.8
137,Italy,Abruzzo,2020-03-17,229.0,6.0,7.0,280.82336,0.0049621826,94076.34,0.0,82033.14,790944.9
138,Italy,Abruzzo,2020-03-18,263.0,7.0,7.0,280.99524,0.0043064286,93838.66,4.150422e-08,80378.34,773156.44
139,Italy,Abruzzo,2020-03-19,,,,282.79318,0.004636771,93682.56,0.0,85582.07,811028.9
140,Italy,Abruzzo,2020-03-20,,,,282.85748,0.0052626687,93406.01,1.1782869e-06,80718.98,742343.1
141,Italy,Abruzzo,2020-03-21,,,,282.12576,0.0057643913,92818.484,6.7300425e-05,74812.195,685976.75
142,Italy,Abruzzo,2020-03-22,,,,281.61243,0.0056517366,92755.66,4.6362213e-05,74007.42,666235.06
143,Italy,Abruzzo,2020-03-23,,,,nan,nan,nan,1.3902282e-05,2143.6565,19062.945
144,Italy,Valle d'Aosta,2019-11-01,,,,nan,nan,nan,nan,nan,nan
145,Italy,Valle d'Aosta,2019-11-02,,,,nan,nan,nan,nan,nan,nan
146,Italy,Valle d'Aosta,2019-11-03,,,,nan,nan,nan,nan,nan,nan
147,Italy,Valle d'Aosta,2019-11-04,,,,nan,nan,nan,nan,nan,nan
148,Italy,Valle d'Aosta,2019-11-05,,,,nan,nan,nan,nan,nan,nan
149,Italy,Valle d'Aosta,2019-11-06,,,,nan,nan,nan,nan,nan,nan
150,Italy,Valle d'Aosta,2019-11-07,,,,nan,nan,nan,nan,nan,nan
151,Italy,Valle d'Aosta,2019-11-08,,,,nan,nan,nan,nan,nan,nan
152,Italy,Valle d'Aosta,2019-11-09,,,,nan,nan,nan,nan,nan,nan
153,Italy,Valle d'Aosta,2019-11-10,,,,nan,nan,nan,nan,nan,nan
154,Italy,Valle d'Aosta,2019-11-11,,,,nan,nan,nan,nan,nan,nan
155,Italy,Valle d'Aosta,2019-11-12,,,,nan,nan,nan,nan,nan,nan
156,Italy,Valle d'Aosta,2019-11-13,,,,nan,nan,nan,nan,nan,nan
157,Italy,Valle d'Aosta,2019-11-14,,,,nan,nan,nan,nan,nan,nan
158,Italy,Valle d'Aosta,2019-11-15,,,,nan,nan,nan,nan,nan,nan
159,Italy,Valle d'Aosta,2019-11-16,,,,nan,nan,nan,nan,nan,nan
160,Italy,Valle d'Aosta,2019-11-17,,,,nan,nan,nan,nan,nan,nan
161,Italy,Valle d'Aosta,2019-11-18,,,,nan,nan,nan,nan,nan,nan
162,Italy,Valle d'Aosta,2019-11-19,,,,nan,nan,nan,nan,nan,nan
163,Italy,Valle d'Aosta,2019-11-20,,,,nan,nan,nan,nan,nan,nan
164,Italy,Valle d'Aosta,2019-11-21,,,,nan,nan,nan,nan,nan,nan
165,Italy,Valle d'Aosta,2019-11-22,,,,nan,nan,nan,nan,nan,nan
166,Italy,Valle d'Aosta,2019-11-23,,,,nan,nan,nan,nan,nan,nan
167,Italy,Valle d'Aosta,2019-11-24,,,,nan,nan,nan,nan,nan,nan
168,Italy,Valle d'Aosta,2019-11-25,,,,nan,nan,nan,nan,nan,nan
169,Italy,Valle d'Aosta,2019-11-26,,,,nan,nan,nan,nan,nan,nan
170,Italy,Valle d'Aosta,2019-11-27,,,,nan,nan,nan,nan,nan,nan
171,Italy,Valle d'Aosta,2019-11-28,,,,nan,nan,nan,nan,nan,nan
172,Italy,Valle d'Aosta,2019-11-29,,,,nan,nan,nan,nan,nan,nan
173,Italy,Valle d'Aosta,2019-11-30,,,,nan,nan,nan,nan,nan,nan
174,Italy,Valle d'Aosta,2019-12-01,,,,nan,nan,nan,nan,nan,nan
175,Italy,Valle d'Aosta,2019-12-02,,,,nan,nan,nan,nan,nan,nan
176,Italy,Valle d'Aosta,2019-12-03,,,,nan,nan,nan,nan,nan,nan
177,Italy,Valle d'Aosta,2019-12-04,,,,nan,nan,nan,nan,nan,nan
178,Italy,Valle d'Aosta,2019-12-05,,,,nan,nan,nan,nan,nan,nan
179,Italy,Valle d'Aosta,2019-12-06,,,,nan,nan,nan,nan,nan,nan
180,Italy,Valle d'Aosta,2019-12-07,,,,nan,nan,nan,nan,nan,nan
181,Italy,Valle d'Aosta,2019-12-08,,,,nan,nan,nan,nan,nan,nan
182,Italy,Valle d'Aosta,2019-12-09,,,,nan,nan,nan,nan,nan,nan
183,Italy,Valle d'Aosta,2019-12-10,,,,nan,nan,nan,nan,nan,nan
184,Italy,Valle d'Aosta,2019-12-11,,,,nan,nan,nan,nan,nan,nan
185,Italy,Valle d'Aosta,2019-12-12,,,,nan,nan,nan,nan,nan,nan
186,Italy,Valle d'Aosta,2019-12-13,,,,nan,nan,nan,nan,nan,nan
187,Italy,Valle d'Aosta,2019-12-14,,,,nan,nan,nan,nan,nan,nan
188,Italy,Valle d'Aosta,2019-12-15,,,,nan,nan,nan,nan,nan,nan
189,Italy,Valle d'Aosta,2019-12-16,,,,nan,nan,nan,nan,nan,nan
190,Italy,Valle d'Aosta,2019-12-17,,,,nan,nan,nan,nan,nan,nan
191,Italy,Valle d'Aosta,2019-12-18,,,,nan,nan,nan,nan,nan,nan
192,Italy,Valle d'Aosta,2019-12-19,,,,nan,nan,nan,nan,nan,nan
193,Italy,Valle d'Aosta,2019-12-20,,,,nan,nan,nan,nan,nan,nan
194,Italy,Valle d'Aosta,2019-12-21,,,,nan,nan,nan,nan,nan,nan
195,Italy,Valle d'Aosta,2019-12-22,,,,nan,nan,nan,nan,nan,nan
196,Italy,Valle d'Aosta,2019-12-23,,,,nan,nan,nan,nan,nan,nan
197,Italy,Valle d'Aosta,2019-12-24,,,,nan,nan,nan,nan,nan,nan
198,Italy,Valle d'Aosta,2019-12-25,,,,nan,nan,nan,nan,nan,nan
199,Italy,Valle d'Aosta,2019-12-26,,,,nan,nan,nan,nan,nan,nan
200,Italy,Valle d'Aosta,2019-12-27,,,,nan,nan,nan,nan,nan,nan
201,Italy,Valle d'Aosta,2019-12-28,,,,nan,nan,nan,nan,nan,nan
202,Italy,Valle d'Aosta,2019-12-29,,,,nan,nan,nan,nan,nan,nan
203,Italy,Valle d'Aosta,2019-12-30,,,,nan,nan,nan,nan,nan,nan
204,Italy,Valle d'Aosta,2019-12-31,,,,nan,nan,nan,nan,nan,nan
205,Italy,Valle d'Aosta,2020-01-01,,,,nan,nan,nan,nan,nan,nan
206,Italy,Valle d'Aosta,2020-01-02,,,,nan,nan,nan,nan,nan,nan
207,Italy,Valle d'Aosta,2020-01-03,,,,nan,nan,nan,nan,nan,nan
208,Italy,Valle d'Aosta,2020-01-04,,,,nan,nan,nan,nan,nan,nan
209,Italy,Valle d'Aosta,2020-01-05,,,,nan,nan,nan,nan,nan,nan
210,Italy,Valle d'Aosta,2020-01-06,,,,nan,nan,nan,nan,nan,nan
211,Italy,Valle d'Aosta,2020-01-07,,,,nan,nan,nan,nan,nan,nan
212,Italy,Valle d'Aosta,2020-01-08,,,,nan,nan,nan,nan,nan,nan
213,Italy,Valle d'Aosta,2020-01-09,,,,nan,nan,nan,nan,nan,nan
214,Italy,Valle d'Aosta,2020-01-10,,,,nan,nan,nan,nan,nan,nan
215,Italy,Valle d'Aosta,2020-01-11,,,,nan,nan,nan,nan,nan,nan
216,Italy,Valle d'Aosta,2020-01-12,,,,nan,nan,nan,nan,nan,nan
217,Italy,Valle d'Aosta,2020-01-13,,,,nan,nan,nan,nan,nan,nan
218,Italy,Valle d'Aosta,2020-01-14,,,,nan,nan,nan,nan,nan,nan
219,Italy,Valle d'Aosta,2020-01-15,,,,nan,nan,nan,nan,nan,nan
220,Italy,Valle d'Aosta,2020-01-16,,,,nan,nan,nan,nan,nan,nan
221,Italy,Valle d'Aosta,2020-01-17,,,,nan,nan,nan,nan,nan,nan
222,Italy,Valle d'Aosta,2020-01-18,,,,nan,nan,nan,nan,nan,nan
223,Italy,Valle d'Aosta,2020-01-19,,,,nan,nan,nan,nan,nan,nan
224,Italy,Valle d'Aosta,2020-01-20,,,,nan,nan,nan,nan,nan,nan
225,Italy,Valle d'Aosta,2020-01-21,,,,nan,nan,nan,nan,nan,nan
226,Italy,Valle d'Aosta,2020-01-22,,,,nan,nan,nan,nan,nan,nan
227,Italy,Valle d'Aosta,2020-01-23,,,,nan,nan,nan,nan,nan,nan
228,Italy,Valle d'Aosta,2020-01-24,,,,nan,nan,nan,nan,nan,nan
229,Italy,Valle d'Aosta,2020-01-25,,,,nan,nan,nan,nan,nan,nan
230,Italy,Valle d'Aosta,2020-01-26,,,,nan,nan,nan,nan,nan,nan
231,Italy,Valle d'Aosta,2020-01-27,,,,nan,nan,nan,nan,nan,nan
232,Italy,Valle d'Aosta,2020-01-28,,,,nan,nan,nan,nan,nan,nan
233,Italy,Valle d'Aosta,2020-01-29,,,,nan,nan,nan,nan,nan,nan
234,Italy,Valle d'Aosta,2020-01-30,,,,nan,nan,nan,nan,nan,nan
235,Italy,Valle d'Aosta,2020-01-31,,,,nan,nan,nan,nan,nan,nan
236,Italy,Valle d'Aosta,2020-02-01,,,,nan,nan,nan,nan,nan,nan
237,Italy,Valle d'Aosta,2020-02-02,,,,nan,nan,nan,nan,nan,nan
238,Italy,Valle d'Aosta,2020-02-03,,,,nan,nan,nan,nan,nan,nan
239,Italy,Valle d'Aosta,2020-02-04,,,,nan,nan,nan,nan,nan,nan
240,Italy,Valle d'Aosta,2020-02-05,,,,nan,nan,nan,nan,nan,nan
241,Italy,Valle d'Aosta,2020-02-06,,,,nan,nan,nan,nan,nan,nan
242,Italy,Valle d'Aosta,2020-02-07,,,,nan,nan,nan,nan,nan,nan
243,Italy,Valle d'Aosta,2020-02-08,,,,nan,nan,nan,nan,nan,nan
244,Italy,Valle d'Aosta,2020-02-09,,,,nan,nan,nan,nan,nan,nan
245,Italy,Valle d'Aosta,2020-02-10,,,,nan,nan,nan,nan,nan,nan
246,Italy,Valle d'Aosta,2020-02-11,,,,nan,nan,nan,nan,nan,nan
247,Italy,Valle d'Aosta,2020-02-12,,,,nan,nan,nan,nan,nan,nan
248,Italy,Valle d'Aosta,2020-02-13,,,,nan,nan,nan,nan,nan,nan
249,Italy,Valle d'Aosta,2020-02-14,,,,nan,nan,nan,nan,nan,nan
250,Italy,Valle d'Aosta,2020-02-15,,,,nan,nan,nan,nan,nan,nan
251,Italy,Valle d'Aosta,2020-02-16,,,,nan,nan,nan,nan,nan,nan
252,Italy,Valle d'Aosta,2020-02-17,,,,nan,nan,nan,nan,nan,nan
253,Italy,Valle d'Aosta,2020-02-18,,,,nan,nan,nan,nan,nan,nan
254,Italy,Valle d'Aosta,2020-02-19,,,,nan,nan,nan,nan,nan,nan
255,Italy,Valle d'Aosta,2020-02-20,,,,nan,nan,nan,nan,nan,nan
256,Italy,Valle d'Aosta,2020-02-21,,,,nan,nan,nan,nan,nan,nan
257,Italy,Valle d'Aosta,2020-02-22,,,,nan,nan,nan,nan,nan,nan
258,Italy,Valle d'Aosta,2020-02-23,,,,nan,nan,nan,nan,nan,nan
259,Italy,Valle d'Aosta,2020-02-24,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
260,Italy,Valle d'Aosta,2020-02-25,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
261,Italy,Valle d'Aosta,2020-02-26,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
262,Italy,Valle d'Aosta,2020-02-27,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
263,Italy,Valle d'Aosta,2020-02-28,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
264,Italy,Valle d'Aosta,2020-02-29,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
265,Italy,Valle d'Aosta,2020-03-01,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
266,Italy,Valle d'Aosta,2020-03-02,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
267,Italy,Valle d'Aosta,2020-03-03,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
