,Country/Region,Province/State,date,Deaths,Confirmed,Recovered,t2m,q2m,sp,tp,uvb,ssrd
0,Mainland China,Xinjiang,2019-11-01,,,,277.08572,0.0027117922,82135.164,9.884121e-07,57009.105,535075.0
1,Mainland China,Xinjiang,2019-11-02,,,,277.74472,0.00297491,82178.43,6.856939e-06,53424.844,493373.0
2,Mainland China,Xinjiang,2019-11-03,,,,276.67078,0.0030958077,82318.766,5.176251e-06,52214.535,477055.8
3,Mainland China,Xinjiang,2019-11-04,,,,276.22238,0.0029488844,82124.32,6.016537e-06,52942.66,493669.88
4,Mainland China,Xinjiang,2019-11-05,,,,275.44888,0.002919846,81960.66,2.8802575e-05,51245.86,476103.97
5,Mainland China,Xinjiang,2019-11-06,,,,274.8801,0.0029917732,81956.09,5.4105803e-05,44655.742,407635.56
6,Mainland China,Xinjiang,2019-11-07,,,,273.69067,0.0029346978,82177.49,7.2202434e-05,45586.33,412316.5
7,Mainland China,Xinjiang,2019-11-08,,,,272.2527,0.0026074916,82600.23,1.7016726e-05,47371.504,434754.44
8,Mainland China,Xinjiang,2019-11-09,,,,271.73886,0.0022926251,82591.25,3.5882597e-06,52464.41,499126.16
9,Mainland China,Xinjiang,2019-11-10,,,,272.38492,0.0023804358,81886.84,2.1744143e-05,50513.45,477327.9
10,Mainland China,Xinjiang,2019-11-11,,,,271.09512,0.0021055862,82364.6,5.3936037e-05,43605.66,398686.16
11,Mainland China,Xinjiang,2019-11-12,,,,269.0345,0.0018780268,83107.25,9.222355e-06,48795.81,467913.84
12,Mainland China,Xinjiang,2019-11-13,,,,269.91336,0.0017396085,82541.0,8.902929e-07,50572.605,491946.94
13,Mainland China,Xinjiang,2019-11-14,,,,270.84335,0.0017604957,82009.13,4.0264504e-06,48987.81,470735.88
14,Mainland China,Xinjiang,2019-11-15,,,,271.5378,0.0018655249,81802.34,3.7076148e-05,44491.9,409961.22
15,Mainland China,Xinjiang,2019-11-16,,,,268.5979,0.0014708735,82633.57,1.626945e-05,44505.195,419037.53
16,Mainland China,Xinjiang,2019-11-17,,,,266.39706,0.0011492532,82878.29,3.4736033e-06,45415.848,433219.4
17,Mainland China,Xinjiang,2019-11-18,,,,266.96698,0.0011776249,82454.03,9.284746e-06,45769.266,436057.5
18,Mainland China,Xinjiang,2019-11-19,,,,267.90552,0.0013313504,82095.61,1.2586391e-05,45729.65,438682.34
19,Mainland China,Xinjiang,2019-11-20,,,,268.52203,0.0014698355,81668.945,2.6421021e-05,44490.902,424531.12
20,Mainland China,Xinjiang,2019-11-21,,,,267.98837,0.0014961715,81624.06,3.1659703e-05,41341.938,381358.12
21,Mainland China,Xinjiang,2019-11-22,,,,266.9423,0.0014099481,82189.33,1.4765662e-05,41831.277,390149.53
22,Mainland China,Xinjiang,2019-11-23,,,,265.1881,0.0012775378,82852.5,1.3270922e-05,41152.42,386803.44
23,Mainland China,Xinjiang,2019-11-24,,,,264.84888,0.0011168242,82479.23,2.549934e-06,42314.29,397917.25
24,Mainland China,Xinjiang,2019-11-25,,,,265.24722,0.0011947482,82359.05,1.4014982e-05,40182.66,370902.4
25,Mainland China,Xinjiang,2019-11-26,,,,264.81235,0.0012786747,82515.805,4.7865838e-06,41874.504,396296.84
26,Mainland China,Xinjiang,2019-11-27,,,,265.12604,0.001358227,82370.21,8.2601e-06,40637.453,379098.9
27,Mainland China,Xinjiang,2019-11-28,,,,264.2242,0.0013655291,82464.6,8.6673035e-06,38819.508,359635.4
28,Mainland China,Xinjiang,2019-11-29,,,,262.82828,0.0013158057,82755.53,5.819504e-06,40310.46,383647.9
29,Mainland China,Xinjiang,2019-11-30,,,,261.78406,0.0012443758,82946.1,2.4263509e-06,41443.492,402058.2
30,Mainland China,Xinjiang,2019-12-01,,,,261.6177,0.0011664218,82824.04,6.1176706e-07,41525.258,408341.0
31,Mainland China,Xinjiang,2019-12-02,,,,262.47095,0.0011832876,82672.29,1.5513807e-06,41487.746,408408.78
32,Mainland China,Xinjiang,2019-12-03,,,,263.62463,0.0012824823,82904.19,2.484416e-06,40022.945,389550.53
33,Mainland China,Xinjiang,2019-12-04,,,,264.20938,0.0012571095,82925.77,3.918881e-08,41158.67,407340.25
34,Mainland China,Xinjiang,2019-12-05,,,,264.6143,0.0012953895,82700.57,3.6890796e-08,40736.83,401736.2
35,Mainland China,Xinjiang,2019-12-06,,,,265.0522,0.001396834,82721.17,9.79218e-06,39419.902,382507.7
36,Mainland China,Xinjiang,2019-12-07,,,,264.67892,0.0014539816,83016.93,2.2017148e-06,39053.473,376968.84
37,Mainland China,Xinjiang,2019-12-08,,,,264.54572,0.0013991692,82760.766,2.795787e-07,40004.082,393363.8
38,Mainland China,Xinjiang,2019-12-09,,,,264.37927,0.0013505457,82341.65,3.7217795e-08,39727.664,391357.88
39,Mainland China,Xinjiang,2019-12-10,,,,264.3888,0.0013553211,82142.03,1.1484431e-06,38003.023,367730.56
40,Mainland China,Xinjiang,2019-12-11,,,,263.73547,0.001357027,81959.02,2.6558107e-06,37071.73,354636.4
41,Mainland China,Xinjiang,2019-12-12,,,,263.52512,0.0013492275,81873.375,2.036502e-06,38221.64,370539.62
42,Mainland China,Xinjiang,2019-12-13,,,,264.01913,0.0014082288,81700.23,4.0146583e-06,36241.164,343154.88
43,Mainland China,Xinjiang,2019-12-14,,,,264.30353,0.0014708994,81674.63,1.2232035e-05,34559.63,317703.25
44,Mainland China,Xinjiang,2019-12-15,,,,264.18423,0.0015378069,82185.336,1.5480202e-05,34874.473,325599.4
45,Mainland China,Xinjiang,2019-12-16,,,,262.5814,0.0015009149,82585.375,7.0359774e-06,35564.89,337530.7
46,Mainland China,Xinjiang,2019-12-17,,,,261.31058,0.0013157012,82716.75,1.7551383e-06,37964.273,373532.4
47,Mainland China,Xinjiang,2019-12-18,,,,261.4882,0.0012599331,82522.52,2.1260444e-06,37704.59,369956.62
48,Mainland China,Xinjiang,2019-12-19,,,,262.14648,0.0013428939,82168.87,9.457317e-06,35008.07,329702.88
49,Mainland China,Xinjiang,2019-12-20,,,,261.87762,0.0013667226,81929.0,1.9200583e-05,35257.53,333047.9
50,Mainland China,Xinjiang,2019-12-21,,,,262.36478,0.0013388345,81489.37,7.174965e-06,37871.54,367107.2
51,Mainland China,Xinjiang,2019-12-22,,,,262.93912,0.0013722753,81609.94,2.4901115e-05,33785.496,311519.06
52,Mainland China,Xinjiang,2019-12-23,,,,262.0949,0.0012989304,81850.65,1.3711756e-05,37692.43,363955.78
53,Mainland China,Xinjiang,2019-12-24,,,,260.90723,0.0012327384,82409.09,1.7765278e-05,34157.996,318843.1
54,Mainland China,Xinjiang,2019-12-25,,,,259.81894,0.0011411953,82827.16,1.5912834e-06,38514.62,376428.72
55,Mainland China,Xinjiang,2019-12-26,,,,260.01013,0.0011046439,82482.93,1.6506327e-06,38737.402,380501.56
56,Mainland China,Xinjiang,2019-12-27,,,,261.217,0.0010826046,81815.03,1.1853823e-06,38954.844,382292.38
57,Mainland China,Xinjiang,2019-12-28,,,,261.77768,0.0011127994,81772.34,2.0824036e-06,38076.418,371279.25
58,Mainland China,Xinjiang,2019-12-29,,,,262.19357,0.0011703775,82175.13,2.78403e-06,37398.734,357497.97
59,Mainland China,Xinjiang,2019-12-30,,,,262.38437,0.0011908053,82135.06,4.4969797e-06,37310.625,353915.22
60,Mainland China,Xinjiang,2019-12-31,,,,262.49466,0.001217686,81966.47,7.263018e-06,35579.64,329351.75
61,Mainland China,Xinjiang,2020-01-01,,,,261.97128,0.0011873269,82289.08,2.8088834e-06,36456.473,340196.4
62,Mainland China,Xinjiang,2020-01-02,,,,260.99435,0.0011096128,82347.984,4.8154976e-07,39655.367,387428.3
63,Mainland China,Xinjiang,2020-01-03,,,,260.71045,0.0010565072,81990.984,1.2578965e-06,39384.234,383999.53
64,Mainland China,Xinjiang,2020-01-04,,,,260.44412,0.0010886027,81925.14,3.1145485e-06,37550.68,352795.6
65,Mainland China,Xinjiang,2020-01-05,,,,260.14566,0.001074716,82002.8,2.048689e-06,39356.348,378071.34
66,Mainland China,Xinjiang,2020-01-06,,,,261.06577,0.0011140774,81920.6,5.3199633e-06,39181.473,375323.66
67,Mainland China,Xinjiang,2020-01-07,,,,261.3017,0.0011830007,82041.07,9.776162e-06,38036.207,357871.78
68,Mainland China,Xinjiang,2020-01-08,,,,260.39175,0.0011756205,82077.32,7.0590754e-06,38046.19,351942.22
69,Mainland China,Xinjiang,2020-01-09,,,,260.1407,0.0011705223,82086.87,8.406173e-06,37592.38,347195.53
70,Mainland China,Xinjiang,2020-01-10,,,,259.93466,0.0011046224,82030.43,4.9066857e-06,41985.574,406663.22
71,Mainland China,Xinjiang,2020-01-11,,,,260.41055,0.0011315303,82103.73,3.1073407e-06,40928.742,390191.53
72,Mainland China,Xinjiang,2020-01-12,,,,262.67032,0.0013270819,81747.836,6.8888626e-06,40226.36,371626.75
73,Mainland China,Xinjiang,2020-01-13,,,,263.71048,0.0014582323,81454.1,3.0572628e-05,38523.535,347791.9
74,Mainland China,Xinjiang,2020-01-14,,,,263.5329,0.001564103,81807.9,3.9475286e-05,35517.4,307105.7
75,Mainland China,Xinjiang,2020-01-15,,,,262.2663,0.0014842208,82233.57,1.4739614e-05,41897.008,384071.66
76,Mainland China,Xinjiang,2020-01-16,,,,262.2603,0.0014824643,82304.664,1.9256746e-05,42636.484,394425.94
77,Mainland China,Xinjiang,2020-01-17,,,,261.1736,0.0014153098,82695.65,1.0992602e-05,42050.2,388580.78
78,Mainland China,Xinjiang,2020-01-18,,,,261.21146,0.0013570344,82526.195,5.7835864e-06,43041.47,400439.3
79,Mainland China,Xinjiang,2020-01-19,,,,260.9865,0.0012893286,81961.17,3.2806095e-06,44713.484,421699.9
80,Mainland China,Xinjiang,2020-01-20,,,,261.20554,0.00126025,81720.16,8.381594e-06,45024.816,421700.62
81,Mainland China,Xinjiang,2020-01-21,,,,261.4146,0.0012691711,81831.75,8.397404e-06,46011.754,431187.38
82,Mainland China,Xinjiang,2020-01-22,,,,261.71277,0.001267499,82068.49,6.595554e-06,46000.59,426353.72
83,Mainland China,Xinjiang,2020-01-23,,2.0,,261.41638,0.0012594352,82430.25,3.9016995e-06,45882.004,428073.75
84,Mainland China,Xinjiang,2020-01-24,,2.0,,261.92953,0.0012328173,82073.22,2.029026e-06,49504.582,474962.25
85,Mainland China,Xinjiang,2020-01-25,,3.0,,262.8115,0.0013580037,81899.49,2.8956224e-06,47049.426,436977.03
86,Mainland China,Xinjiang,2020-01-26,,4.0,,262.6155,0.0013567775,81907.484,7.0869196e-06,47778.082,442938.0
87,Mainland China,Xinjiang,2020-01-27,,5.0,,262.1496,0.0012981878,81870.96,2.285812e-06,50201.83,473814.16
88,Mainland China,Xinjiang,2020-01-28,,10.0,,262.40274,0.0013052227,82156.8,5.928889e-06,51103.777,482921.3
89,Mainland China,Xinjiang,2020-01-29,,13.0,,262.20938,0.0012786676,82262.86,8.128742e-06,51391.07,486053.44
90,Mainland China,Xinjiang,2020-01-30,,14.0,,261.5714,0.0012186714,82135.37,2.9074197e-06,51892.652,489928.34
91,Mainland China,Xinjiang,2020-01-31,,17.0,,261.09418,0.0011556763,82150.375,1.5030776e-06,52999.676,501304.75
92,Mainland China,Xinjiang,2020-02-01,0.0,18.0,0.0,261.1526,0.0010991559,82271.44,8.339392e-07,46144.613,441856.4
93,Mainland China,Xinjiang,2020-02-02,0.0,21.0,0.0,262.07648,0.0010881621,82058.914,1.4462542e-07,55772.805,536563.2
94,Mainland China,Xinjiang,2020-02-03,0.0,24.0,0.0,262.98276,0.0011287323,81870.375,2.299334e-07,56658.723,541547.56
95,Mainland China,Xinjiang,2020-02-04,0.0,29.0,0.0,263.64572,0.0012097475,81888.12,1.2486064e-06,55259.64,517410.94
96,Mainland China,Xinjiang,2020-02-05,0.0,32.0,0.0,263.95212,0.0012406269,81872.56,1.5575415e-06,56522.53,531504.2
97,Mainland China,Xinjiang,2020-02-06,0.0,36.0,0.0,264.63882,0.0013200636,82121.23,4.084558e-06,56416.645,529009.7
98,Mainland China,Xinjiang,2020-02-07,0.0,39.0,0.0,264.88406,0.0013386641,82633.35,1.9316915e-06,58564.22,552329.3
99,Mainland China,Xinjiang,2020-02-08,0.0,42.0,0.0,265.85834,0.0013378757,82539.8,2.564015e-07,60266.41,576356.3
100,Mainland China,Xinjiang,2020-02-09,0.0,45.0,0.0,266.91864,0.0013094139,81752.805,9.658198e-08,61417.953,591697.4
101,Mainland China,Xinjiang,2020-02-10,0.0,49.0,0.0,267.8632,0.0014411516,81557.69,7.418942e-06,60589.75,571401.06
102,Mainland China,Xinjiang,2020-02-11,0.0,55.0,3.0,268.14813,0.001500735,81608.86,2.5004038e-05,58667.793,547411.56
103,Mainland China,Xinjiang,2020-02-12,0.0,59.0,3.0,267.64978,0.0014051805,81863.17,5.879746e-06,60218.918,556352.2
104,Mainland China,Xinjiang,2020-02-13,1.0,63.0,6.0,268.15326,0.0013789174,82136.805,1.5699368e-05,61010.496,566023.1
105,Mainland China,Xinjiang,2020-02-14,1.0,65.0,6.0,265.88968,0.0012866419,82807.74,2.3520095e-05,56808.035,520313.06
106,Mainland China,Xinjiang,2020-02-15,1.0,70.0,10.0,264.7405,0.0010759621,82531.59,1.3678515e-06,64990.332,610984.1
107,Mainland China,Xinjiang,2020-02-16,1.0,71.0,12.0,265.28845,0.0011551487,82778.266,9.746227e-06,62564.55,579728.25
108,Mainland China,Xinjiang,2020-02-17,1.0,75.0,12.0,265.32727,0.0012108019,82663.984,7.6586116e-07,65581.87,610245.6
109,Mainland China,Xinjiang,2020-02-18,1.0,76.0,12.0,266.6949,0.00140187,82076.805,1.9519975e-05,65617.96,604067.8
110,Mainland China,Xinjiang,2020-02-19,1.0,76.0,20.0,266.16193,0.0015157484,82826.516,1.8877021e-05,59631.098,534256.0
111,Mainland China,Xinjiang,2020-02-20,1.0,76.0,22.0,266.5513,0.0014643569,82860.61,2.2406457e-06,69252.51,642851.7
112,Mainland China,Xinjiang,2020-02-21,1.0,76.0,24.0,268.3824,0.0015085288,82416.71,1.4284478e-07,72134.4,678704.3
113,Mainland China,Xinjiang,2020-02-22,2.0,76.0,25.0,270.10098,0.0015857954,82023.52,3.7631987e-06,72703.47,684338.44
114,Mainland China,Xinjiang,2020-02-23,2.0,76.0,28.0,271.22107,0.0017781284,81927.21,1.7833807e-05,69692.266,641378.6
115,Mainland China,Xinjiang,2020-02-24,2.0,76.0,30.0,271.2009,0.0018848177,81815.29,3.5552712e-06,72116.39,666156.56
116,Mainland China,Xinjiang,2020-02-25,2.0,76.0,30.0,271.4642,0.0019746777,81961.586,7.1550153e-06,69153.914,624930.25
117,Mainland China,Xinjiang,2020-02-26,2.0,76.0,34.0,272.07205,0.0019305414,82136.11,1.195699e-06,74798.63,694734.6
118,Mainland China,Xinjiang,2020-02-27,2.0,76.0,43.0,273.95047,0.00202774,81705.46,1.7429513e-05,71959.43,656894.9
119,Mainland China,Xinjiang,2020-02-28,3.0,76.0,52.0,273.05652,0.0020971147,82119.72,9.90507e-06,68541.21,611582.7
120,Mainland China,Xinjiang,2020-02-29,3.0,76.0,62.0,271.73706,0.001980115,82386.875,4.31548e-06,74129.82,679272.94
121,Mainland China,Xinjiang,2020-03-01,3.0,76.0,64.0,271.7403,0.0019122519,82289.65,5.3029944e-06,76455.91,707404.75
122,Mainland China,Xinjiang,2020-03-02,3.0,76.0,66.0,272.09143,0.001820585,82138.836,3.825638e-06,79757.21,746224.75
123,Mainland China,Xinjiang,2020-03-03,3.0,76.0,68.0,273.0604,0.0019037094,81833.3,4.5242264e-06,81474.88,761403.06
124,Mainland China,Xinjiang,2020-03-04,3.0,76.0,69.0,272.8509,0.0020172743,81690.06,7.0639658e-06,80031.41,737098.2
125,Mainland China,Xinjiang,2020-03-05,3.0,76.0,70.0,272.86206,0.0019503249,81517.7,2.901494e-06,81269.234,751724.3
126,Mainland China,Xinjiang,2020-03-06,3.0,76.0,71.0,273.6253,0.0020217337,81254.66,2.687576e-05,75974.01,683626.25
127,Mainland China,Xinjiang,2020-03-07,3.0,76.0,72.0,271.1325,0.0018636809,81654.13,5.0346203e-05,67494.97,588699.2
128,Mainland China,Xinjiang,2020-03-08,3.0,76.0,73.0,267.8602,0.0014809837,82692.516,3.161887e-05,77054.58,695757.6
129,Mainland China,Xinjiang,2020-03-09,3.0,76.0,73.0,268.15497,0.0013331431,82572.63,1.0130412e-05,85402.4,787478.75
130,Mainland China,Xinjiang,2020-03-10,3.0,76.0,73.0,269.89264,0.0013912441,81934.195,1.9456854e-06,87519.76,806445.56
131,Mainland China,Xinjiang,2020-03-11,,,,270.48422,0.001546939,82006.34,3.369193e-06,86704.01,794827.5
132,Mainland China,Xinjiang,2020-03-12,,,,271.40518,0.0014639986,82518.85,6.6124417e-06,87376.34,803766.56
133,Mainland China,Xinjiang,2020-03-13,,,,272.1768,0.0014366568,82465.39,2.3606624e-06,90287.21,835060.56
134,Mainland China,Xinjiang,2020-03-14,,,,273.3412,0.0015564197,82300.766,4.414225e-06,88189.75,803516.6
135,Mainland China,Xinjiang,2020-03-15,,,,274.0928,0.0016305471,82353.43,3.2906817e-06,91093.53,831171.56
136,Mainland China,Xinjiang,2020-03-16,,,,275.48007,0.0016525532,82443.57,5.637224e-06,93552.79,864808.2
137,Mainland China,Xinjiang,2020-03-17,,,,277.07877,0.0017697006,82232.64,1.4218365e-06,95233.734,877993.25
138,Mainland China,Xinjiang,2020-03-18,,,,278.16104,0.0021386086,82134.164,1.2817027e-05,92381.15,838079.1
139,Mainland China,Xinjiang,2020-03-19,,,,277.8024,0.0023429643,81661.94,2.9844503e-05,91553.6,827632.3
140,Mainland China,Xinjiang,2020-03-20,,,,277.56052,0.0022605439,81455.71,3.2707503e-05,89974.91,811631.9
141,Mainland China,Xinjiang,2020-03-21,,,,278.77893,0.0021974605,81536.03,4.809787e-06,96419.15,875940.9
142,Mainland China,Xinjiang,2020-03-22,,,,279.83047,0.002619767,81952.88,2.021619e-05,88548.38,780132.0
143,Mainland China,Xinjiang,2020-03-23,,,,nan,nan,nan,2.0740214e-05,139032.84,1243353.4
144,Mainland China,Gansu,2019-11-01,,,,276.35254,0.0035045298,79846.6,1.1828417e-05,56906.98,533739.7
145,Mainland China,Gansu,2019-11-02,,,,276.867,0.0030835415,79846.586,3.9250992e-07,62431.277,599868.7
146,Mainland China,Gansu,2019-11-03,,,,277.3532,0.003427681,79943.414,2.484556e-06,59948.71,572227.75
147,Mainland China,Gansu,2019-11-04,,,,277.4349,0.0040114154,79786.23,3.1920037e-05,51793.867,481236.06
148,Mainland China,Gansu,2019-11-05,,,,276.78595,0.0042504803,79498.484,0.00010986321,43521.01,397465.5
149,Mainland China,Gansu,2019-11-06,,,,276.6265,0.003926251,79598.06,2.72805e-05,46239.74,419670.12
150,Mainland China,Gansu,2019-11-07,,,,276.23557,0.0039959503,79693.39,3.0803192e-06,54756.1,516423.22
151,Mainland China,Gansu,2019-11-08,,,,276.50845,0.0041926005,79842.37,4.2334264e-05,48527.113,446892.47
152,Mainland China,Gansu,2019-11-09,,,,273.6103,0.0028862117,80045.29,3.2106796e-05,42365.06,396206.06
153,Mainland China,Gansu,2019-11-10,,,,275.14932,0.0025354577,79449.95,2.6446128e-06,56962.637,559325.06
154,Mainland China,Gansu,2019-11-11,,,,275.40604,0.0032415483,79402.07,2.9374452e-05,48067.62,454764.72
155,Mainland China,Gansu,2019-11-12,,,,271.1285,0.0028767872,80327.83,9.2654744e-05,32620.576,279065.34
156,Mainland China,Gansu,2019-11-13,,,,271.4997,0.0019614908,80136.25,2.602329e-07,54545.88,542201.4
157,Mainland China,Gansu,2019-11-14,,,,273.37854,0.0022258032,79476.66,-3.0543827e-09,54884.086,547005.0
158,Mainland China,Gansu,2019-11-15,,,,275.0087,0.002576739,79205.516,9.1485805e-07,51413.72,488390.38
159,Mainland China,Gansu,2019-11-16,,,,272.03366,0.0024930933,79570.445,2.4813042e-05,41872.38,387428.8
160,Mainland China,Gansu,2019-11-17,,,,266.8261,0.001389077,80276.36,1.7686383e-05,45571.78,442621.7
161,Mainland China,Gansu,2019-11-18,,,,268.90866,0.0016325341,79902.47,3.7594796e-06,50269.74,496636.38
162,Mainland China,Gansu,2019-11-19,,,,271.11264,0.0022142713,79768.42,2.8224922e-05,46720.305,448524.97
163,Mainland China,Gansu,2019-11-20,,,,271.13028,0.0024906332,79496.15,6.5128083e-06,43795.03,422899.28
164,Mainland China,Gansu,2019-11-21,,,,273.6514,0.0025842914,79088.516,4.379861e-06,47331.47,458046.5
165,Mainland China,Gansu,2019-11-22,,,,272.01895,0.0026331877,79348.84,1.428972e-05,44966.355,425847.75
166,Mainland China,Gansu,2019-11-23,,,,268.22968,0.0019653805,80114.47,4.6791673e-05,40590.14,382539.22
167,Mainland China,Gansu,2019-11-24,,,,265.92395,0.0014030229,80186.65,2.0636026e-05,42408.81,410592.38
168,Mainland China,Gansu,2019-11-25,,,,268.35736,0.0019189894,79675.93,3.7597142e-06,46586.69,447745.75
169,Mainland China,Gansu,2019-11-26,,,,268.72986,0.0020477108,79950.03,1.5065524e-05,43968.914,421573.6
170,Mainland China,Gansu,2019-11-27,,,,268.7454,0.0020375075,79880.82,4.697164e-06,44595.89,429301.62
171,Mainland China,Gansu,2019-11-28,,,,269.406,0.00230114,79601.31,2.2765042e-05,38962.742,363515.8
172,Mainland China,Gansu,2019-11-29,,,,267.234,0.0022082482,79907.2,6.207276e-05,33057.37,295787.4
173,Mainland China,Gansu,2019-11-30,,,,265.31174,0.0017631806,80157.39,3.816047e-05,37549.598,347940.1
174,Mainland China,Gansu,2019-12-01,,,,263.99445,0.0013530053,80283.484,3.376525e-06,45635.324,446664.44
175,Mainland China,Gansu,2019-12-02,,,,264.67035,0.0013974629,80087.85,5.2388994e-08,46973.09,470637.22
176,Mainland China,Gansu,2019-12-03,,,,266.14807,0.0015121355,80254.91,3.6984307e-08,46486.336,464583.66
177,Mainland China,Gansu,2019-12-04,,,,266.02618,0.0015088316,80463.516,3.393261e-07,45149.207,447471.12
178,Mainland China,Gansu,2019-12-05,,,,266.28397,0.0015044268,80334.64,2.4451285e-07,45634.688,456069.94
179,Mainland China,Gansu,2019-12-06,,,,266.62643,0.0016085346,80101.85,9.25381e-07,44463.418,446178.7
180,Mainland China,Gansu,2019-12-07,,,,267.46704,0.0016886509,80237.27,5.0268045e-07,42760.35,419399.75
181,Mainland China,Gansu,2019-12-08,,,,269.02957,0.0015632898,80072.36,7.576347e-09,44645.61,443693.78
182,Mainland China,Gansu,2019-12-09,,,,268.3708,0.0015308241,79753.07,6.406443e-08,45036.664,451711.12
183,Mainland China,Gansu,2019-12-10,,,,267.36874,0.0014300498,79636.96,1.6885599e-08,44781.566,450468.78
184,Mainland China,Gansu,2019-12-11,,,,266.88757,0.0015600326,79484.23,5.4119215e-07,44561.188,450271.38
185,Mainland China,Gansu,2019-12-12,,,,267.0673,0.0017724725,79490.39,2.0416992e-06,40252.535,398925.47
186,Mainland China,Gansu,2019-12-13,,,,268.2519,0.0020003552,79420.59,1.0576555e-05,39484.973,384016.38
187,Mainland China,Gansu,2019-12-14,,,,268.9358,0.0023623093,79036.086,1.7529019e-05,36588.934,347095.4
188,Mainland China,Gansu,2019-12-15,,,,268.13193,0.002369974,79288.08,2.044831e-05,31620.033,293285.1
189,Mainland China,Gansu,2019-12-16,,,,267.18802,0.002014112,79763.72,2.8901139e-05,33631.52,312815.56
190,Mainland China,Gansu,2019-12-17,,,,265.2327,0.0018684708,80016.73,2.3255607e-05,36096.367,338684.6
191,Mainland China,Gansu,2019-12-18,,,,263.9492,0.0016397518,79892.305,2.0449606e-06,42685.1,422575.56
192,Mainland China,Gansu,2019-12-19,,,,263.64102,0.0014949375,79615.85,7.5509627e-07,42425.355,423108.53
193,Mainland China,Gansu,2019-12-20,,,,264.69138,0.0015456411,79460.98,1.301398e-06,41186.246,408658.7
194,Mainland China,Gansu,2019-12-21,,,,265.78052,0.0014214957,79172.05,1.0403041e-08,43014.96,433439.75
195,Mainland China,Gansu,2019-12-22,,,,266.623,0.0016486546,78976.89,4.814694e-06,42694.98,426273.22
196,Mainland China,Gansu,2019-12-23,,,,266.17685,0.0017401401,79239.06,3.9425895e-06,39872.598,382128.25
197,Mainland China,Gansu,2019-12-24,,,,266.0106,0.0018825856,79311.83,3.8398717e-05,36741.113,352711.1
198,Mainland China,Gansu,2019-12-25,,,,262.03653,0.0012196073,80045.39,1.35489945e-05,35716.12,342194.84
199,Mainland China,Gansu,2019-12-26,,,,263.3754,0.0010649578,79848.34,1.3121503e-07,43659.703,438833.4
200,Mainland China,Gansu,2019-12-27,,,,265.17126,0.0011575446,79286.91,1.1221409e-07,44392.258,448083.72
201,Mainland China,Gansu,2019-12-28,,,,266.3853,0.001365647,79049.07,1.8783247e-06,42931.547,427613.84
202,Mainland China,Gansu,2019-12-29,,,,264.47708,0.0012820258,79708.77,1.32593e-06,42385.754,417872.28
203,Mainland China,Gansu,2019-12-30,,,,263.8956,0.0012124304,79881.336,1.0142566e-06,44805.605,447979.53
204,Mainland China,Gansu,2019-12-31,,,,265.0754,0.001425557,79499.08,5.29335e-06,42039.56,411344.1
205,Mainland China,Gansu,2020-01-01,,,,266.1709,0.001658772,79686.09,3.010303e-06,39318.46,369124.72
206,Mainland China,Gansu,2020-01-02,,,,266.85626,0.0017445581,79936.8,1.3630172e-06,43545.73,425874.7
207,Mainland China,Gansu,2020-01-03,,,,267.2539,0.0017409854,79630.63,4.1169196e-06,43920.64,430328.47
208,Mainland China,Gansu,2020-01-04,,,,267.8201,0.0021002488,79204.53,3.13271e-05,40470.848,387003.5
209,Mainland China,Gansu,2020-01-05,,,,265.99338,0.0018740568,79421.04,3.353368e-05,35641.125,327190.62
210,Mainland China,Gansu,2020-01-06,,,,264.4581,0.0016540498,79465.984,1.2001602e-05,39492.73,369834.38
211,Mainland China,Gansu,2020-01-07,,,,264.58557,0.001613255,79449.836,6.38165e-07,46331.79,457317.25
212,Mainland China,Gansu,2020-01-08,,,,265.39084,0.0018197993,79394.016,9.314039e-06,44091.54,423925.34
213,Mainland China,Gansu,2020-01-09,,,,265.80402,0.0020700195,79454.3,3.5168727e-05,37849.39,349968.62
214,Mainland China,Gansu,2020-01-10,,,,264.47394,0.001854459,79481.31,3.6899837e-05,38107.79,344066.56
215,Mainland China,Gansu,2020-01-11,,,,264.8849,0.0016725364,79367.33,8.423747e-06,46429.395,449547.56
216,Mainland China,Gansu,2020-01-12,,,,264.4576,0.0015880776,79254.25,5.8820647e-06,44360.383,428151.0
217,Mainland China,Gansu,2020-01-13,,,,265.0755,0.0016456124,79110.336,7.744078e-07,46505.418,447732.2
218,Mainland China,Gansu,2020-01-14,,,,266.50046,0.0020077555,79039.26,2.0121652e-05,41800.152,383999.75
219,Mainland China,Gansu,2020-01-15,,,,265.0224,0.0019727189,79551.39,2.0631143e-05,38561.94,349449.28
220,Mainland China,Gansu,2020-01-16,,,,264.52905,0.0017436368,79667.42,1.1641833e-06,50258.79,485698.25
221,Mainland China,Gansu,2020-01-17,,,,265.65964,0.0019578903,79718.47,1.7415428e-05,47082.82,446894.47
222,Mainland China,Gansu,2020-01-18,,,,263.95554,0.0016477273,79871.96,3.8777856e-05,42504.31,391623.9
223,Mainland China,Gansu,2020-01-19,,,,264.21048,0.0015601142,79528.23,7.519974e-06,49180.258,466490.38
224,Mainland China,Gansu,2020-01-20,,,,264.6621,0.001672208,79134.664,8.825254e-06,49779.266,472465.97
225,Mainland China,Gansu,2020-01-21,,,,264.65002,0.0016673538,79220.625,2.244117e-06,50840.848,485102.78
226,Mainland China,Gansu,2020-01-22,,,,265.46484,0.0017152673,79431.38,5.734151e-06,53673.02,521135.9
